income,credit_score,loan_amount,employment_years,debt_ratio,approved
87.41722139252525,401.8231108612408,138.23578503059392,20.18108982626694,28.59979391417964,0
191.1285751537849,598.0455210580969,131.01961154527993,23.90044191574117,40.27161646499932,1
151.75890952605292,780.1202097320245,454.06474445530796,7.514036963774969,38.008046489507954,0
127.7585271554666,702.7236875252586,132.277637926258,18.74622298820997,7.694995234688684,1
48.083355279638575,743.6086313237973,143.25536580302918,17.15237949431246,7.462473487073695,0
48.07901366051648,662.3308516908945,382.10514858480224,24.984911303648133,13.408718387245667,1
30.455050190275905,680.7521104848188,230.37252280076459,27.182611814437816,18.05373631705186,0
175.91170623948832,767.0576083609255,390.5881729080388,0.3647031443216042,20.42277907042413,0
128.2007021137776,437.3174048725523,42.02941720654877,20.22059757176378,33.98486084166726,1
147.4530640032882,569.1837300037273,248.9098848999583,1.5550739735918706,2.83402160829177,1
23.70520897324444,421.66519300078124,26.47066408980849,16.465759952320678,1.7336352113033193,1
194.58377338915898,843.2174043981558,40.700069693123716,8.628981871310346,19.595528147195452,0
169.8396753440759,819.2326368276373,454.15435213876134,9.203297985664236,34.85818460689902,0
58.22103992208971,321.6847462526782,78.23023184762162,10.588755103570698,9.671767147824129,0
52.72849409727811,688.0663448836286,270.8861343148564,18.638773471488303,32.07522406281259,1
53.01281177361809,808.8865745786162,211.4368452743462,10.021498970063076,12.991406897014974,1
74.76360373271679,399.31643982003345,180.19822986683292,21.98097151770841,44.30430544067582,1
114.45615769380281,612.3698768039462,450.91833938676353,12.135821567216091,44.78449721333082,1
97.75010335558083,803.5185636734229,20.693464419989855,2.0505960092987587,14.864360214066325,0
72.42124523564755,318.67028822218936,335.2569462260387,23.512795274523217,11.499687698162026,0
130.13352105002832,683.581146985762,482.0632727646397,8.57274973778118,20.565198603311565,0
45.10889491736753,463.54195405490293,284.48240989630256,12.983006387977879,12.026579259007436,0
72.58603673633927,808.4179074570917,469.043006396215,20.563316496657045,33.61919216458518,0
85.9451317928645,834.0820348409522,35.606360850151646,9.97368471446136,41.30323422741428,0
102.09259715906647,819.3465690123886,215.2087263463391,1.6975696844014687,33.65460654556085,0
161.33167305074244,560.817819161605,137.47731757140508,11.217631410384408,41.21752236246748,0
55.941280788504756,774.1234580441223,368.1022728405576,28.333457480829104,19.84960811037371,1
112.5621989144501,764.5021691942886,490.8355743436509,19.252031918956746,7.815848535443043,1
126.63462239516764,475.50526028379056,135.69973059768142,20.14437446001621,36.89754736987961,0
28.361074289599593,755.9035107828726,330.5455547222965,18.968464609129196,18.023725257077693,1
129.3580733422589,320.35419909352095,107.06784005227266,5.969764168783104,33.56354126145663,0
50.69434226371247,627.9484331651292,287.01182474008885,12.550015923068404,13.532197099088282,0
31.70928673735031,426.5048605082367,237.32691847728475,22.52819395089955,4.061481740333633,0
190.79939670559997,366.31178717750333,486.28261151945316,3.0411869265947744,49.62908977438817,0
193.81376595342067,342.324260896065,308.1783636212686,8.335583282691367,7.810075396529964,1
165.511522660963,682.9588267329768,181.2581223225412,8.289573253975608,49.42104969817405,1
74.83047845120672,486.9312300724364,65.90693459508735,12.96056782783518,48.86399662832236,0
37.5809805211491,698.6217243408188,84.11094608011793,29.411062228265553,39.69090519540198,0
143.16194477218824,335.94598743941833,120.4052956761052,2.025076400514658,32.97114810409988,0
99.22744887312824,473.4096858068357,132.97366405674603,15.561029831417851,28.890352512554234,0
41.96688227206019,596.7202108064355,426.80186834215755,5.380940460366314,43.305077268891736,0
109.13184382002864,734.8977406614299,284.9991662584372,29.120296362292322,14.471976080974397,1
26.18993380073931,475.31387661263847,266.46154657343953,3.399105141823926,23.38406062424385,1
183.67767237418076,644.240257040355,66.23674721591655,12.108030070847738,30.969498468325096,0
66.58039668800305,787.2877615299029,431.46844974122314,22.136549545038186,20.559523793474554,0
139.25401118371676,638.7247535002675,364.17900857215704,21.13663284082336,21.3743227045134,0
76.10799369609397,428.12771111449854,43.157497331000776,12.681859106817967,16.51423337510422,0
113.61224381200594,313.4204298560959,356.83919764258667,10.395725038581547,28.2115908342268,0
118.40785028179033,778.5543806455114,276.3337264978966,11.928371356586117,42.5287264007558,1
53.27380199459487,311.6981759677129,50.045419415921344,7.928287894759178,10.076418900315643,0
194.52523299762055,781.0859199763097,234.56731434904165,6.159988161203994,46.72165193767207,1
159.52390820500062,590.9154237149667,247.50118069372303,14.491190926766699,34.45438268741148,0
189.10980948155404,816.487234182093,91.22952468000511,8.05601268202822,41.16366063400151,1
181.0689230769768,739.3307796755159,473.3920920301383,8.623849946917503,27.809534631500583,1
127.62199618599533,848.8637607933356,426.48793202552434,19.702681904236712,38.97583507120317,1
185.93736230416104,492.89149849844057,337.82094529126306,29.056119950996766,0.8100198669733605,0
35.92865036934551,721.9535589121198,236.52482489029754,18.109116016781254,40.91902123897676,0
55.27691523544613,521.0620024850832,211.76511537640917,2.309384011948988,2.006942954268326,1
28.14091200389685,563.9315911671499,328.97699890396757,2.267508415622009,44.49566881814312,0
78.55945953738758,645.1280047701035,277.26161600938366,28.54269662536698,49.59813736193217,1
89.96191214410676,780.5224128024863,40.51382188212395,8.918723709220009,14.70337310883889,0
68.84282571930126,841.2459080596124,261.12629789746256,2.762009582474263,10.515927814289682,0
169.17275164734727,722.550377625485,405.13777244409135,17.971337614511448,38.26816819290204,0
84.21559880484607,529.7717301920336,235.02754002250944,18.709463348707985,12.651317046012661,1
70.56821174372854,531.7463512523886,35.45872300159152,19.455144603560644,43.278119158610174,0
117.68529496848473,705.6702658738903,395.27631769817623,8.02206083572624,5.142129607873835,1
45.36636049545727,431.3274301725663,108.66825324662744,0.453320526434251,6.297759818967913,0
164.39545653572713,360.7607622222671,136.724209095139,28.950461083634156,48.957577755030776,1
33.41911586235875,495.0421867024271,90.70611318182499,7.526791370733075,33.69194491350023,0
197.6396485880931,457.981445409745,171.8053817870338,20.280788641576425,42.34436122144764,1
159.00405847339835,462.96946625079454,380.80823778743115,21.19889609636129,16.2164688675759,0
55.76882267615103,428.48426307745046,264.4990711569293,18.300222512384572,33.82418747603022,0
20.993981082248432,323.15125429999904,110.39182433384916,9.387221826409446,29.71209136542986,0
166.78305712187014,309.8306641033776,440.1367382945,8.132887612921973,30.15750600614735,1
147.23432189257107,843.2473143548174,440.9951089262493,17.930048481081094,34.126622976886075,0
151.2212902473777,535.2752235547243,436.58342827254336,25.982869008350747,28.76795865645493,0
158.82866240347025,511.37965593782496,127.01014357695425,28.402011867701866,21.453118465133297,0
33.32803731213627,673.8060054811884,231.10727864868417,3.1771741321127287,13.796134719027343,1
84.52383113796907,420.0396383257853,492.64493150902877,4.6448583779315955,38.4290665456601,0
40.85643071452335,822.4786511726239,388.2861133918953,28.34208776349239,11.31362150015931,1
175.35861665760683,732.4897579285537,23.312036400524313,22.096056850043777,34.61771530772071,1
132.19366282896044,349.1760512717427,41.9502497176411,26.48981474489319,11.666641132466331,1
79.56164447347686,529.6694266817105,237.32637463804306,6.0789790240602946,31.266508497722693,0
31.440503051484257,783.5150691591906,455.5179008721645,17.627576133282055,37.35391335645144,1
75.9768179088192,819.6026122602757,273.96388099682997,21.03418783252421,10.93569444532696,1
78.53299796481447,557.0708311874283,253.9281289368022,20.40335656340918,2.997165043065414,0
151.32911210085155,637.3762640658892,61.68211297874899,12.244550726000943,6.548687149708704,0
134.76034484393836,391.86867035064137,331.82225131490407,0.4618467507392543,30.299848363551273,1
179.69829366373878,845.1427443753371,412.83054869411046,17.487781704127894,42.47232031128678,0
104.99868652915087,427.41943576089386,196.40580367870555,7.593046175388263,2.2498410617712183,1
41.526964268894304,818.5024757743191,390.04980695341044,13.50762738428671,36.70756295208231,1
148.3840617001391,657.3056569458026,482.5935604113977,28.72743045251452,17.065932297502606,1
156.94130875104153,634.2552371833725,109.84556497256766,11.971059529273042,23.926418495976126,0
121.02989556250932,581.9786810590797,266.43151928542324,25.1940481999328,46.44297749227828,1
158.77409239182097,426.8683964447673,150.69759946144202,5.656218172477534,16.598575236792275,1
108.88320734559034,397.09041760302955,398.49866532658126,20.173814940750866,23.2668466969743,0
114.09190928875893,421.26741498859644,293.02074928176717,29.310208633168305,0.6841207380340553,0
96.95738330453894,402.54104417934,320.94538459964883,3.056793026188104,4.0799360002419185,1
